run_accession;fastq_ftp
SRR1518835;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/005/SRR1518835/SRR1518835_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/005/SRR1518835/SRR1518835_2.fastq.gz"
SRR1518836;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/006/SRR1518836/SRR1518836_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/006/SRR1518836/SRR1518836_2.fastq.gz"
SRR1518837;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/007/SRR1518837/SRR1518837_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/007/SRR1518837/SRR1518837_2.fastq.gz"
SRR1518838;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/008/SRR1518838/SRR1518838_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/008/SRR1518838/SRR1518838_2.fastq.gz"
SRR1518839;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/009/SRR1518839/SRR1518839_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/009/SRR1518839/SRR1518839_2.fastq.gz"
SRR1518840;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/000/SRR1518840/SRR1518840_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/000/SRR1518840/SRR1518840_2.fastq.gz"
SRR1518841;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/001/SRR1518841/SRR1518841_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/001/SRR1518841/SRR1518841_2.fastq.gz"
SRR1518842;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/002/SRR1518842/SRR1518842_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/002/SRR1518842/SRR1518842_2.fastq.gz"
SRR1518843;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/003/SRR1518843/SRR1518843_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/003/SRR1518843/SRR1518843_2.fastq.gz"
SRR1518844;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/004/SRR1518844/SRR1518844_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/004/SRR1518844/SRR1518844_2.fastq.gz"
SRR1518845;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/005/SRR1518845/SRR1518845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/005/SRR1518845/SRR1518845_2.fastq.gz"
SRR1518846;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/006/SRR1518846/SRR1518846_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/006/SRR1518846/SRR1518846_2.fastq.gz"
SRR1518847;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/007/SRR1518847/SRR1518847_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/007/SRR1518847/SRR1518847_2.fastq.gz"
SRR1518848;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/008/SRR1518848/SRR1518848_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/008/SRR1518848/SRR1518848_2.fastq.gz"
SRR1518849;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/009/SRR1518849/SRR1518849_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/009/SRR1518849/SRR1518849_2.fastq.gz"
SRR1518850;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/000/SRR1518850/SRR1518850_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/000/SRR1518850/SRR1518850_2.fastq.gz"
SRR1518851;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/001/SRR1518851/SRR1518851_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/001/SRR1518851/SRR1518851_2.fastq.gz"
SRR1518852;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/002/SRR1518852/SRR1518852_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/002/SRR1518852/SRR1518852_2.fastq.gz"
SRR1518853;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/003/SRR1518853/SRR1518853_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/003/SRR1518853/SRR1518853_2.fastq.gz"
SRR1518854;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/004/SRR1518854/SRR1518854_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/004/SRR1518854/SRR1518854_2.fastq.gz"
SRR1518855;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/005/SRR1518855/SRR1518855_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/005/SRR1518855/SRR1518855_2.fastq.gz"
SRR1518856;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/006/SRR1518856/SRR1518856_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/006/SRR1518856/SRR1518856_2.fastq.gz"
SRR1518857;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/007/SRR1518857/SRR1518857_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/007/SRR1518857/SRR1518857_2.fastq.gz"
SRR1518858;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/008/SRR1518858/SRR1518858_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/008/SRR1518858/SRR1518858_2.fastq.gz"
SRR1518859;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/009/SRR1518859/SRR1518859_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/009/SRR1518859/SRR1518859_2.fastq.gz"
SRR1518860;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/000/SRR1518860/SRR1518860_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/000/SRR1518860/SRR1518860_2.fastq.gz"
SRR1518861;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/001/SRR1518861/SRR1518861_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/001/SRR1518861/SRR1518861_2.fastq.gz"
SRR1518862;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/002/SRR1518862/SRR1518862_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/002/SRR1518862/SRR1518862_2.fastq.gz"
SRR1518863;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/003/SRR1518863/SRR1518863_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/003/SRR1518863/SRR1518863_2.fastq.gz"
SRR1518864;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/004/SRR1518864/SRR1518864_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/004/SRR1518864/SRR1518864_2.fastq.gz"
SRR1518865;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/005/SRR1518865/SRR1518865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/005/SRR1518865/SRR1518865_2.fastq.gz"
SRR1518866;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/006/SRR1518866/SRR1518866_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/006/SRR1518866/SRR1518866_2.fastq.gz"
SRR1518867;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/007/SRR1518867/SRR1518867_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/007/SRR1518867/SRR1518867_2.fastq.gz"
SRR1518868;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/008/SRR1518868/SRR1518868_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/008/SRR1518868/SRR1518868_2.fastq.gz"
SRR1518869;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/009/SRR1518869/SRR1518869_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/009/SRR1518869/SRR1518869_2.fastq.gz"
SRR1518870;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/000/SRR1518870/SRR1518870_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/000/SRR1518870/SRR1518870_2.fastq.gz"
SRR1518871;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/001/SRR1518871/SRR1518871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/001/SRR1518871/SRR1518871_2.fastq.gz"
SRR1518872;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/002/SRR1518872/SRR1518872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/002/SRR1518872/SRR1518872_2.fastq.gz"
SRR1518873;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/003/SRR1518873/SRR1518873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/003/SRR1518873/SRR1518873_2.fastq.gz"
SRR1518874;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/004/SRR1518874/SRR1518874_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/004/SRR1518874/SRR1518874_2.fastq.gz"
SRR1518875;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/005/SRR1518875/SRR1518875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/005/SRR1518875/SRR1518875_2.fastq.gz"
SRR1518876;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/006/SRR1518876/SRR1518876_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/006/SRR1518876/SRR1518876_2.fastq.gz"
SRR1518877;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/007/SRR1518877/SRR1518877_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/007/SRR1518877/SRR1518877_2.fastq.gz"
SRR1518878;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/008/SRR1518878/SRR1518878_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/008/SRR1518878/SRR1518878_2.fastq.gz"
SRR1518879;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/009/SRR1518879/SRR1518879_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/009/SRR1518879/SRR1518879_2.fastq.gz"
SRR1518880;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/000/SRR1518880/SRR1518880_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/000/SRR1518880/SRR1518880_2.fastq.gz"
SRR1518881;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/001/SRR1518881/SRR1518881_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/001/SRR1518881/SRR1518881_2.fastq.gz"
SRR1518882;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/002/SRR1518882/SRR1518882_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/002/SRR1518882/SRR1518882_2.fastq.gz"
SRR1518883;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/003/SRR1518883/SRR1518883_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/003/SRR1518883/SRR1518883_2.fastq.gz"
SRR1518884;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/004/SRR1518884/SRR1518884_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/004/SRR1518884/SRR1518884_2.fastq.gz"
SRR1518885;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/005/SRR1518885/SRR1518885_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/005/SRR1518885/SRR1518885_2.fastq.gz"
SRR1518886;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/006/SRR1518886/SRR1518886_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/006/SRR1518886/SRR1518886_2.fastq.gz"
SRR1518887;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/007/SRR1518887/SRR1518887_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/007/SRR1518887/SRR1518887_2.fastq.gz"
SRR1518888;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/008/SRR1518888/SRR1518888_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/008/SRR1518888/SRR1518888_2.fastq.gz"
SRR1518889;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/009/SRR1518889/SRR1518889_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/009/SRR1518889/SRR1518889_2.fastq.gz"
SRR1518890;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/000/SRR1518890/SRR1518890_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/000/SRR1518890/SRR1518890_2.fastq.gz"
SRR1518891;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/001/SRR1518891/SRR1518891_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/001/SRR1518891/SRR1518891_2.fastq.gz"
SRR1518892;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/002/SRR1518892/SRR1518892_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/002/SRR1518892/SRR1518892_2.fastq.gz"
SRR1518893;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/003/SRR1518893/SRR1518893_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/003/SRR1518893/SRR1518893_2.fastq.gz"
SRR1518894;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/004/SRR1518894/SRR1518894_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/004/SRR1518894/SRR1518894_2.fastq.gz"
SRR1518895;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/005/SRR1518895/SRR1518895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/005/SRR1518895/SRR1518895_2.fastq.gz"
SRR1518896;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/006/SRR1518896/SRR1518896_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/006/SRR1518896/SRR1518896_2.fastq.gz"
SRR1518897;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/007/SRR1518897/SRR1518897_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/007/SRR1518897/SRR1518897_2.fastq.gz"
SRR1518898;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/008/SRR1518898/SRR1518898_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/008/SRR1518898/SRR1518898_2.fastq.gz"
SRR1518899;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/009/SRR1518899/SRR1518899_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/009/SRR1518899/SRR1518899_2.fastq.gz"
SRR1518900;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/000/SRR1518900/SRR1518900_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/000/SRR1518900/SRR1518900_2.fastq.gz"
SRR1518901;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/001/SRR1518901/SRR1518901_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/001/SRR1518901/SRR1518901_2.fastq.gz"
SRR1518902;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/002/SRR1518902/SRR1518902_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/002/SRR1518902/SRR1518902_2.fastq.gz"
SRR1518903;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/003/SRR1518903/SRR1518903_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/003/SRR1518903/SRR1518903_2.fastq.gz"
SRR1518904;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/004/SRR1518904/SRR1518904_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/004/SRR1518904/SRR1518904_2.fastq.gz"
SRR1518905;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/005/SRR1518905/SRR1518905_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/005/SRR1518905/SRR1518905_2.fastq.gz"
SRR1518906;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/006/SRR1518906/SRR1518906_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/006/SRR1518906/SRR1518906_2.fastq.gz"
SRR1518907;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/007/SRR1518907/SRR1518907_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/007/SRR1518907/SRR1518907_2.fastq.gz"
SRR1518908;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/008/SRR1518908/SRR1518908_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/008/SRR1518908/SRR1518908_2.fastq.gz"
SRR1518909;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/009/SRR1518909/SRR1518909_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/009/SRR1518909/SRR1518909_2.fastq.gz"
SRR1518910;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/000/SRR1518910/SRR1518910_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/000/SRR1518910/SRR1518910_2.fastq.gz"
SRR1518911;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/001/SRR1518911/SRR1518911_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/001/SRR1518911/SRR1518911_2.fastq.gz"
SRR1518912;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/002/SRR1518912/SRR1518912_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/002/SRR1518912/SRR1518912_2.fastq.gz"
SRR1518913;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/003/SRR1518913/SRR1518913_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/003/SRR1518913/SRR1518913_2.fastq.gz"
SRR1518914;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/004/SRR1518914/SRR1518914_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/004/SRR1518914/SRR1518914_2.fastq.gz"
SRR1518915;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/005/SRR1518915/SRR1518915_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/005/SRR1518915/SRR1518915_2.fastq.gz"
SRR1518916;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/006/SRR1518916/SRR1518916_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/006/SRR1518916/SRR1518916_2.fastq.gz"
SRR1518917;"ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/007/SRR1518917/SRR1518917_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR151/007/SRR1518917/SRR1518917_2.fastq.gz"
